Property,Theta,Gamma,Delta,Predictive,Probability
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.7958224987689196,0.0004
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999942608790534,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9487151721181474,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9993787703868765,0.0004
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999995217606589,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9960016207793283,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999634526007808,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9130724285203204,0.0004999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9386682402728953,0.0004999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.863177526388125,0.0008
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.995457705758702,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999997905306807,0.0004
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9938362635476098,0.0004
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999999999926791,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999999344360702,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9993834708608307,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9895492526331287,0.0008999999999999997
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9988989423779028,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9002303518356597,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999404021657349,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.866053849954818,0.0004
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.6598076771064674,0.0008999999999999997
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.8259058671846498,0.0009999999999999996
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9999960297179806,0.0014000000000000006
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.6619380379945407,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9986023017201201,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9978710706910643,0.0004999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9995252437104639,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.99947785446166,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.8397082338987695,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9044498547802975,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.9998883343643775,0.0008
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,2.132777019869536,0.855892138934233,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.855892138934233,0.0005999999999999994
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9231949059654841,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9969981082389802,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9997963000440163,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9989442742348871,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9999999998460964,0.0017999999999999993
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9986501247818533,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.999994750328714,0.0006999999999999997
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9999213136627718,0.0010999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9105346150820662,0.0005999999999999994
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9999999999999928,0.0004999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.999999999880493,0.0010999999999999998
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.7654930818578897,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.5723362857362728,0.0009999999999999996
dont carry Lyme disease,0.9921107101254165,0.9315813318826258,1.9941873848438263,0.9999955392876877,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9999955392876877,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.4986665907374362,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9989202423829419,0.0004
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.8649264723051503,0.0001000000000000001
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.999999999983828,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9964801124963515,0.0011999999999999988
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.993250359795078,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9980815385772185,0.0010999999999999998
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.7533183591502999,0.00030000000000000024
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.986603048539307,0.0005999999999999994
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9992674607689452,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9986553197265824,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.8881906149621733,0.0004
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.41341550470562477,0.00019999999999999985
dont carry Lyme disease,0.9921107101254165,0.9250681984703988,1.9941873848438263,0.9999999999999973,0.0006999999999999997
